id,license,image_url,scientific_name,common_name,"field:diving, snorkeling, angling, shore etc",Usability,Kelp,Photo_Scale,Notes
105828260,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/177655791/large.jpeg,Orectolobus maculatus,Spotted Wobbegong,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
105877361,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/177740257/large.jpeg,Morwong fuscus,Red Morwong,,Yes,Absent,Mid (0.3-1m),
105877452,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/177741200/large.jpeg,Microcanthus joyceae,East-Australian Stripey,,Yes,Absent,Wide-angle (>1m),
105877464,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/177741230/large.jpeg,Sillago ciliata,Sand Whiting,,Yes,Absent,Wide-angle (>1m),
105902426,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/177797758/large.jpg,Notolabrus tetricus,Bluethroat Wrasse,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
105902429,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/177797778/large.jpg,Dotalabrus aurantiacus,Castelnau's Wrasse,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),Seagrass
105902431,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/177797826/large.jpg,Upeneichthys vlamingii,Bluespotted Goatfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
105902435,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/177797837/large.jpg,Aldrichetta forsteri,Yelloweye Mullet,diving or snorkeling or underwater,Water,,,
105903250,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/177799381/large.jpeg,Monacanthus chinensis,Fanbelly Leatherjacket,diving or snorkeling or underwater,Yes,Present,Mid (0.3-1m),Kelp wrack
105996909,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/177974687/large.jpeg,Enneapterygius atrogulare,Ringscale Threefin,,Yes,Absent,Close (<30cm),
106012292,,https://static.inaturalist.org/photos/178004275/large.jpg,Mola alexandrini,Bump-head Mola,,Land,,,
106060038,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178094605/large.jpg,Sphyraena obtusata,Striped Barracuda,,Yes,Present,Mid (0.3-1m),
106109717,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178188276/large.jpeg,Antennarius striatus,Striate Anglerfish,,Yes,Absent,Close (<30cm),
106110267,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178190005/large.jpeg,Plagiotremus tapeinosoma,Piano Fangblenny,,Blurry,,Close (<30cm),
106216405,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178394120/large.jpeg,Myliobatis tenuicaudatus,Southern Eagle Ray,diving or snorkeling or underwater,Yes,Present,Wide-angle (>1m),
106216410,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178394204/large.jpeg,Enoplosus armatus,Old Wife,diving or snorkeling or underwater,Blurry,,Wide-angle (>1m),
106216415,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178394302/large.jpeg,Parapercis ramsayi,Spotted Grubfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),Mostly sand?
106216420,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178394437/large.jpeg,Sillago ciliata,Sand Whiting,diving or snorkeling or underwater,Yes,Absent,Wide-angle (>1m),
106217638,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178396683/large.jpg,Gymnothorax thyrsoideus,White-eyed Moray,diving or snorkeling or underwater,Blurry,Absent,Close (<30cm),
106229425,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418004/large.jpeg,Parupeneus spilurus,Blacksaddle Goatfish,,Yes,Absent,Mid (0.3-1m),
106229426,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418015/large.jpeg,Brachirus niger,Black Sole,,Yes,Absent,Mid (0.3-1m),Sand
106229433,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418052/large.jpeg,Notolabrus gymnogenis,Crimsonband Wrasse,,Yes,Present,Mid (0.3-1m),
106229436,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418072/large.jpeg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,,Yes,Absent,Mid (0.3-1m),
106229442,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418119/large.jpeg,Achoerodus viridis,Eastern Blue Groper,,Yes,Absent,Wide-angle (>1m),
106229446,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418147/large.jpeg,Chironemus marmoratus,Eastern Kelpfish,,Yes,Absent,Mid (0.3-1m),
106229455,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418196/large.jpeg,Heteroscarus acroptilus,Rainbow Cale,,Yes,Present,Mid (0.3-1m),
106229479,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178418288/large.jpeg,Ostorhinchus limenus,Sydney Cardinalfish,,Yes,Absent,Mid (0.3-1m),
106301086,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178553121/large.jpeg,Filicampus tigris,Tiger Pipefish,,Yes,Absent,Close (<30cm),Sand
106307218,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178558223/large.jpeg,Trygonorrhina fasciata,Eastern Fiddler Ray,,Yes,Absent,Mid (0.3-1m),
106343139,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178624406/large.jpeg,Platycephalus fuscus,Dusky Flathead,,Yes,Absent,Mid (0.3-1m),
106430463,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178785318/large.jpeg,Chrysophrys auratus,Australasian Snapper,diving or snorkeling or underwater,Blurry,,,
106518626,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178950938/large.jpeg,Rhabdosargus sarba,Tarwhine,,Yes,Present,Mid (0.3-1m),Not a great example of kelp - blurry
106534496,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178979705/large.jpeg,Parma microlepis,White-ear,,Yes,Absent,Mid (0.3-1m),
106534506,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178979778/large.jpeg,Notolabrus gymnogenis,Crimsonband Wrasse,,Yes,Absent,Mid (0.3-1m),
106534511,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178979826/large.jpeg,Achoerodus viridis,Eastern Blue Groper,,Yes,Absent,Mid (0.3-1m),
106534518,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178979943/large.jpeg,Parupeneus spilurus,Blacksaddle Goatfish,,Yes,Absent,Mid (0.3-1m),
106534530,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178980061/large.jpeg,Arothron hispidus,Stars And Stripes Puffer,,Yes,Absent,Mid (0.3-1m),
106534542,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178980158/large.jpeg,Notolabrus gymnogenis,Crimsonband Wrasse,,Yes,Present,Mid (0.3-1m),
106534550,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178980207/large.jpeg,Pictilabrus laticlavius,Senator Wrasse,,Yes,Present,Mid (0.3-1m),
106538631,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178988669/large.jpeg,Sillago ciliata,Sand Whiting,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),Sand
106538642,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/178988828/large.jpeg,Thalassoma lunare,Moon Wrasse,diving or snorkeling or underwater,Yes,Present,Wide-angle (>1m),
106582714,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179073188/large.jpeg,Parapercis stricticeps,Whitestreak Grubfish,,Yes,Absent,Close (<30cm),
106584417,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179077479/large.jpg,Acanthurus nigrofuscus,Dusky Surgeonfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
106584430,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179077607/large.jpg,Goniistius vestitus,Eastern Morwong,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
106584433,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179077645/large.jpg,Pictilabrus laticlavius,Senator Wrasse,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
106585638,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179079131/large.jpeg,Pempheris affinis,Blacktip Bullseye,,Yes,Absent,Mid (0.3-1m),
106597419,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179102612/large.jpg,Seriola lalandi,Yellowtail Kingfish,diving or snorkeling or underwater,Blurry,,,1100 2 June
106670549,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179243552/large.jpeg,Parupeneus spilurus,Blacksaddle Goatfish,,Yes,Absent,Close (<30cm),
106670753,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179243972/large.jpeg,Latropiscis purpurissatus,Sergeant Baker,,Yes,Absent,Close (<30cm),
106735163,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179366508/large.jpeg,Diodon nicthemerus,Globefish,diving or snorkeling or underwater,Blurry,Present,Mid (0.3-1m),
106735164,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179366653/large.jpeg,Notolabrus fucicola,Purple Wrasse,,Yes,Present,Mid (0.3-1m),
106736872,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179367271/large.jpeg,Enoplosus armatus,Old Wife,diving or snorkeling or underwater,Yes,Present,Mid (0.3-1m),
106736879,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179367348/large.jpeg,Enoplosus armatus,Old Wife,diving or snorkeling or underwater,Yes,Absent,Wide-angle (>1m),
106739490,,https://static.inaturalist.org/photos/179375235/large.jpg,Ostorhinchus limenus,Sydney Cardinalfish,,Blurry,,,
106739675,,https://static.inaturalist.org/photos/179375497/large.jpg,Plagiotremus tapeinosoma,Piano Fangblenny,,Blurry,,,
106784873,,https://static.inaturalist.org/photos/179463604/large.jpeg,Acanthopagrus australis,Yellowfin Bream,diving or snorkeling or underwater,Yes,Absent,Wide-angle (>1m),
106839656,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179568896/large.jpg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,diving or snorkeling or underwater,Yes,Present,Wide-angle (>1m),
106839659,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179568921/large.jpg,Pseudanthias squamipinnis,Orange Basslet,diving or snorkeling or underwater,Yes,Absent,Wide-angle (>1m),
106842588,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179574409/large.jpeg,Hippocampus abdominalis,Bigbelly Seahorse,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
106842875,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179575008/large.jpeg,Carcharias taurus,Greynurse Shark,Underwater fixed camera,Yes,Absent,Wide-angle (>1m),
106843073,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179574952/large.jpeg,Brachaelurus waddi,Blind Shark,,Yes,Absent,Mid (0.3-1m),
106843074,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179574956/large.jpeg,Morwong fuscus,Red Morwong,,Yes,Absent,Mid (0.3-1m),
106843080,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179574986/large.jpeg,Trachinops taeniatus,Eastern Hulafish,,Yes,Absent,Mid (0.3-1m),
106843081,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179574990/large.jpeg,Lotella rhacina,Largetooth Beardie,,Yes,Absent,Mid (0.3-1m),
106887511,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179660315/large.jpeg,Antennarius striatus,Striate Anglerfish,,Yes,Absent,Close (<30cm),
106900845,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179685770/large.jpeg,Morwong fuscus,Red Morwong,,Blurry,Absent,Mid (0.3-1m),
106908053,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179698745/large.jpg,Plectroglyphidodon gascoynei,Coral Sea Gregory,,Yes,Absent,Mid (0.3-1m),
106910405,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/179704109/large.jpg,Girella elevata,Rock Blackfish,diving or snorkeling or underwater,Blurry,Absent,Mid (0.3-1m),
106910674,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/179705401/large.jpg,Acanthaluteres vittiger,Toothbrush Leatherjacket,diving or snorkeling or underwater,Yes,Absent,Wide-angle (>1m),Seagrass
106946487,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179763543/large.jpg,Pseudanthias squamipinnis,Orange Basslet,,Yes,Absent,Mid (0.3-1m),
106946489,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179763596/large.jpg,Sufflamen chrysopterum,Flagtail Triggerfish,,Yes,Absent,Mid (0.3-1m),
106956293,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179786808/large.jpg,Siganus fuscescens,Black Rabbitfish,,Yes,Absent,Mid (0.3-1m),
106959260,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179796775/large.jpg,Chromis hypsilepis,Onespot Puller,,Blurry,Absent,Mid (0.3-1m),
106959272,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/179796858/large.jpeg,Acanthurus dussumieri,Pencil Surgeonfish,,Blurry,Absent,Mid (0.3-1m),
106968741,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/179814019/large.jpeg,Istiblennius meleagris,Peacock Rockskipper,,Yes,Absent,Close (<30cm),
