id,latitude,kelp
168759546,-26.616738,0
168760322,-26.616738,0
168779669,-26.616738,0
168779964,-26.616738,0
168798687,-26.616738,0
168802564,-26.616738,0
168804238,-26.616738,0
168805099,-26.616738,0
168927645,-26.616738,0
168949674,-26.616738,0
168950556,-26.616738,0
168951088,-26.616738,0
168951152,-26.616738,0
169284668,-27.93545634,0
169290175,-27.93507097,0
169340124,-27.42598478,0
169357537,-26.67680457,0
169736353,-29.363495,0
170051858,-27.50320556,0
170051865,-27.50368611,0
170067678,-27.42668151,0
170190353,-27.50376944,0
170190357,-27.5037,0
172811094,-27.50319444,0
177582012,-27.50356667,0
177609952,-27.164085,0
178337450,-28.08952831,0
181733666,-26.614256,0
182884000,-24.88297014,0
183128213,-25.90975553,0
183641411,-27.1642018,0
183807397,-28.08937474,0
184107736,-27.47246649,0
185113267,-27.42330082,0
185877278,-28.19306525,0
187071747,-29.92619343,0
187209283,-27.42381993,0
188514600,-28.08066178,0
